,train-auc-mean,train-auc-std,test-auc-mean,test-auc-std
418,1.0,0.0,0.9428685,0.004766237871739
419,1.0,0.0,0.9428928,0.0047961786622268
420,1.0,0.0,0.9429011,0.0047915724861468
421,1.0,0.0,0.9428964,0.0047660459754391
422,1.0,0.0,0.9428822,0.0047779152106331
423,1.0,0.0,0.9428773,0.004800517473148
424,1.0,0.0,0.9428831,0.0048120180267741
425,1.0,0.0,0.9428603,0.0048256757464628
426,1.0,0.0,0.9428555,0.0048468957952487
427,1.0,0.0,0.9429029,0.0048252157765223
428,1.0,0.0,0.9429021,0.0048060081034055
429,1.0,0.0,0.9428658,0.004765776658636
430,1.0,0.0,0.942859,0.0048022801875775
431,1.0,0.0,0.9428206,0.0048535844115457
432,1.0,0.0,0.9428582,0.0048221916967288
433,1.0,0.0,0.9428448,0.0047982236463091
434,1.0,0.0,0.9428567,0.0047691687126793
435,1.0,0.0,0.9428510999999998,0.0047551331937181
436,1.0,0.0,0.9428592000000002,0.0048189584310305
437,1.0,0.0,0.9428978,0.0047723902564647
438,1.0,0.0,0.9429581,0.0047230286776601
439,1.0,0.0,0.9429676,0.0046832275451871
440,1.0,0.0,0.9430269,0.0047201011525178
441,1.0,0.0,0.9430103,0.004696718834463
442,1.0,0.0,0.9430356,0.0047200634995728
443,1.0,0.0,0.9430138999999998,0.0046969483805977
444,1.0,0.0,0.9429549,0.0046990946457801
445,1.0,0.0,0.94297,0.0046758493132264
446,1.0,0.0,0.942917,0.0046790081213864
447,1.0,0.0,0.9429009,0.00470670590647
448,1.0,0.0,0.942933,0.0046975952358627
449,1.0,0.0,0.9429586,0.0046812880748785
450,1.0,0.0,0.942979,0.0046997162893093
451,1.0,0.0,0.942955,0.0046763162638983
452,1.0,0.0,0.9429574,0.004630058988825
453,1.0,0.0,0.9429516999999998,0.0045855702164507
454,1.0,0.0,0.9429253,0.0045960332255108
455,1.0,0.0,0.9428985,0.0046146048422373
456,1.0,0.0,0.9428656,0.0046476726476807
457,1.0,0.0,0.9428636,0.004648073153469
458,1.0,0.0,0.9428543,0.0046846990735798
459,1.0,0.0,0.9428283,0.0046724212363612
460,1.0,0.0,0.9428753,0.0046984574287738
461,1.0,0.0,0.9428788,0.004671019327727
462,1.0,0.0,0.9429129,0.0046948154479169
463,1.0,0.0,0.9428940999999998,0.0047223168985149
464,1.0,0.0,0.9428948,0.0046895588662474
465,1.0,0.0,0.9429003,0.0047269058812292
466,1.0,0.0,0.9429222000000002,0.0047416091530196
467,1.0,0.0,0.9428973,0.0047434548601204
468,1.0,0.0,0.9428521,0.004755898725793
469,1.0,0.0,0.9428535,0.0047677623944571
470,1.0,0.0,0.9428356,0.0047450823849539
471,1.0,0.0,0.9428082,0.0047512142405915
472,1.0,0.0,0.9428139,0.0047445647102763
473,1.0,0.0,0.9428209,0.0047557160018234
474,1.0,0.0,0.9428057,0.0047172759522843
475,1.0,0.0,0.9427709,0.0047123931170903
476,1.0,0.0,0.9427755,0.0047125129442793
477,1.0,0.0,0.9427533,0.0046850667028335
478,1.0,0.0,0.942732,0.0046885833894685
479,1.0,0.0,0.9427479,0.0046679587498177
480,1.0,0.0,0.9427627,0.0046657907379135
481,1.0,0.0,0.9427664,0.0046366184272592
482,1.0,0.0,0.9427486,0.0046613493368337
483,1.0,0.0,0.9427674,0.0046427104841891
484,1.0,0.0,0.9427858,0.00464983558419
485,1.0,0.0,0.9428017,0.0046600328550343
486,1.0,0.0,0.9428282,0.0046633748680542
487,1.0,0.0,0.9428367,0.0046698209826501
488,1.0,0.0,0.9427892,0.0046583141757507
489,1.0,0.0,0.942797,0.0046689962947083
490,1.0,0.0,0.9428101000000002,0.004615946109954
491,1.0,0.0,0.942794,0.0046569535106118
492,1.0,0.0,0.9427726,0.0046661639962607
493,1.0,0.0,0.9427891,0.0046943430307126
494,1.0,0.0,0.9428038,0.0046854395695601
495,1.0,0.0,0.9427956,0.004638229256947
496,1.0,0.0,0.9427742,0.0046476927996587
497,1.0,0.0,0.942808,0.0046878889491966
498,1.0,0.0,0.9428049,0.0046889930144968
499,1.0,0.0,0.9427936,0.0046945709963744
500,1.0,0.0,0.9427787000000002,0.0046970469669783
501,1.0,0.0,0.9428186,0.0047046361644658
502,1.0,0.0,0.9428124,0.0047385458360134
503,1.0,0.0,0.9427898,0.004739531196226
504,1.0,0.0,0.942809,0.0047462483921514
505,1.0,0.0,0.9428347,0.0047353687089813
506,1.0,0.0,0.9428115,0.0047532825552453
507,1.0,0.0,0.9428173,0.0047552707819849
508,1.0,0.0,0.9428076,0.0047761831874416
509,1.0,0.0,0.9428180000000002,0.0047779754080572
510,1.0,0.0,0.9428143,0.0047437214726414
511,1.0,0.0,0.9428187,0.0047206679199028
512,1.0,0.0,0.9428043,0.0047287076892106
513,1.0,0.0,0.9427858,0.004732481184326
514,1.0,0.0,0.9427742,0.0047559930782119
515,1.0,0.0,0.9428065,0.0047899200671827
516,1.0,0.0,0.9427856,0.0048186897430732
517,1.0,0.0,0.9428086,0.0048407574448633
518,1.0,0.0,0.9428107,0.0048529895950846
519,1.0,0.0,0.9428251,0.00484656027405
520,1.0,0.0,0.9428258000000002,0.0048300761443273
521,1.0,0.0,0.9428216,0.0048280816521678
522,1.0,0.0,0.9428396999999998,0.0048094994552448
523,1.0,0.0,0.9428531,0.0048326637882228
524,1.0,0.0,0.942818,0.0048309854688251
525,1.0,0.0,0.9428117,0.0048457071320912
526,1.0,0.0,0.9428275000000002,0.0048105796584195
527,1.0,0.0,0.9428299,0.0048115561193859
528,1.0,0.0,0.9428137,0.0048041859674662
529,1.0,0.0,0.9428130999999998,0.0048543776006816
530,1.0,0.0,0.9428262,0.0048702782014993
531,1.0,0.0,0.9428192,0.0048722758706788
532,1.0,0.0,0.9428241,0.0048940381373667
533,1.0,0.0,0.9427977,0.0049207711397706
534,1.0,0.0,0.9427772,0.0049762075881136
535,1.0,0.0,0.9427963,0.0049904500608662
536,1.0,0.0,0.9428113,0.0049844104174917
537,1.0,0.0,0.9427947,0.0050080422332484
538,1.0,0.0,0.9428107999999998,0.0050161256722694
539,1.0,0.0,0.9428086999999998,0.0049762073318944
540,1.0,0.0,0.9427997,0.00497514661191
541,1.0,0.0,0.9428046,0.0049637959708271
542,1.0,0.0,0.9427808,0.004983898068781
543,1.0,0.0,0.9427436,0.0049838891079156
544,1.0,0.0,0.9427364,0.0049839926203797
545,1.0,0.0,0.9427234,0.0050039488246783
546,1.0,0.0,0.9427172,0.0050000469357797
547,1.0,0.0,0.9427035,0.0050053240904061
548,1.0,0.0,0.9427356,0.0049900002244489
549,1.0,0.0,0.9427149,0.0049974494984942
550,1.0,0.0,0.9426787,0.0050033047688502
551,1.0,0.0,0.9426592,0.0050154943684546
552,1.0,0.0,0.9426601,0.004999694599673
553,1.0,0.0,0.9426582,0.0050363184927087
554,1.0,0.0,0.9426552,0.0050498344883768
555,1.0,0.0,0.9426826,0.0050677983819406
556,1.0,0.0,0.942729,0.0050757770833637
557,1.0,0.0,0.9426936,0.0050805119466447
558,1.0,0.0,0.9426847,0.0051127892984162
559,1.0,0.0,0.942638,0.0051315542479837
560,1.0,0.0,0.9426371,0.0051519471746127
561,1.0,0.0,0.942607,0.005144529269039
562,1.0,0.0,0.9426052,0.0051240018891487
563,1.0,0.0,0.9426057,0.0051304692387733
564,1.0,0.0,0.942591,0.0051360127725697
565,1.0,0.0,0.9425924,0.0051359502178272
566,1.0,0.0,0.9425653,0.0051330544133098
567,1.0,0.0,0.9425784,0.0051318695657625
568,1.0,0.0,0.9425693,0.0051169703936997
569,1.0,0.0,0.9425554,0.0051318523790148
570,1.0,0.0,0.942545,0.005133162650842
571,1.0,0.0,0.9425293,0.005121999278602
572,1.0,0.0,0.9425174,0.0051296889028478
573,1.0,0.0,0.9425099,0.0051236157242712
574,1.0,0.0,0.9424946,0.0051372957711231
575,1.0,0.0,0.9424962,0.0051375961265946
576,1.0,0.0,0.9424922,0.0051261152308546
577,1.0,0.0,0.9424784,0.0051256958591005
578,1.0,0.0,0.9424669,0.00512681642835
579,1.0,0.0,0.9424228,0.0051233544050748
580,1.0,0.0,0.9424131,0.0051391531101923
581,1.0,0.0,0.9423879000000002,0.0051683530345749
582,1.0,0.0,0.9424079,0.0051344785996243
583,1.0,0.0,0.9424424,0.0051264484236164
584,1.0,0.0,0.9424437999999998,0.0051289994306882
585,1.0,0.0,0.9424368,0.0051396528832208
586,1.0,0.0,0.9424435,0.0051798671266741
587,1.0,0.0,0.9424157,0.0051880861991682
588,1.0,0.0,0.9424242,0.0051716741157965
589,1.0,0.0,0.9424081,0.0051474504456089
590,1.0,0.0,0.9424065,0.0051932521073023
591,1.0,0.0,0.9424023,0.0052009346861886
592,1.0,0.0,0.9423829,0.0052058197903884
593,1.0,0.0,0.9424156,0.0052135885568387
594,1.0,0.0,0.9424054,0.0052109294218977
595,1.0,0.0,0.9424074999999998,0.005216729765859
596,1.0,0.0,0.9424115,0.0052035805605371
597,1.0,0.0,0.9424232,0.0052190403677304
598,1.0,0.0,0.9423985,0.0052262065066355
599,1.0,0.0,0.9423813999999998,0.0052516098522262
